Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Gigi Bohling,New Zealand,50% Dark Bites,5670.0,64,Wednesday,June,2022,88.59375
Gigi Bohling,USA,Milk Bars,476.0,133,Thursday,June,2022,3.5789473684210527
Brien Boise,UK,Caramel Stuffed Bars,2681.0,149,Friday,March,2022,17.993288590604028
Curtice Advani,New Zealand,Peanut Butter Cubes,1533.0,434,Tuesday,March,2022,3.532258064516129
Curtice Advani,New Zealand,50% Dark Bites,9765.0,85,Thursday,January,2022,114.88235294117646
Beverie Moffet,Canada,Drinking Coco,994.0,118,Tuesday,July,2022,8.423728813559322
Barr Faughny,USA,Caramel Stuffed Bars,3318.0,299,Tuesday,March,2022,11.096989966555183
Mallorie Waber,Canada,Almond Choco,4214.0,35,Thursday,May,2022,120.4
Oby Sorrel,USA,Drinking Coco,7714.0,44,Friday,March,2022,175.3181818181818
Brien Boise,New Zealand,Eclairs,4690.0,299,Monday,July,2022,15.68561872909699
Gunar Cockshoot,New Zealand,Choco Coated Almonds,13062.0,62,Monday,August,2022,210.67741935483872
Gunar Cockshoot,UK,Spicy Special Slims,12488.0,200,Wednesday,February,2022,62.44
Curtice Advani,USA,After Nines,14147.0,235,Wednesday,April,2022,60.2
Oby Sorrel,India,Choco Coated Almonds,49.0,363,Monday,February,2022,0.1349862258953168
Ches Bonnell,Australia,Peanut Butter Cubes,10199.0,68,Monday,March,2022,149.98529411764707
Oby Sorrel,Australia,Spicy Special Slims,11389.0,26,Tuesday,April,2022,438.03846153846155
Jehu Rudeforth,Canada,Manuka Honey Choco,3584.0,200,Tuesday,April,2022,17.92
Camilla Castle,Canada,Drinking Coco,12481.0,264,Thursday,March,2022,47.27651515151515
Kaine Padly,USA,Spicy Special Slims,2107.0,175,Monday,June,2022,12.04
Marney O'Breen,New Zealand,70% Dark Bites,8603.0,352,Monday,February,2022,24.44034090909091
Roddy Speechley,New Zealand,99% Dark & Pure,7483.0,183,Monday,April,2022,40.89071038251366
Oby Sorrel,New Zealand,85% Dark Bars,3381.0,417,Tuesday,February,2022,8.107913669064748
Dotty Strutley,New Zealand,Orange Choco,2030.0,146,Thursday,August,2022,13.904109589041095
Andria Kimpton,New Zealand,Almond Choco,6559.0,158,Tuesday,April,2022,41.5126582278481
Karlen McCaffrey,Australia,99% Dark & Pure,10822.0,168,Wednesday,January,2022,64.41666666666667
Kaine Padly,UK,After Nines,18697.0,176,Friday,January,2022,106.23295454545455
Kaine Padly,Canada,After Nines,5845.0,172,Monday,August,2022,33.98255813953488
Kaine Padly,UK,Drinking Coco,2317.0,224,Thursday,January,2022,10.34375
Rafaelita Blaksland,UK,50% Dark Bites,10150.0,68,Wednesday,February,2022,149.26470588235293
Dotty Strutley,USA,Raspberry Choco,3437.0,46,Monday,January,2022,74.71739130434783
Karlen McCaffrey,USA,White Choc,4592.0,2,Wednesday,August,2022,2296.0
Oby Sorrel,USA,Spicy Special Slims,5691.0,417,Monday,February,2022,13.647482014388489
Mallorie Waber,Australia,Smooth Sliky Salty,4158.0,109,Friday,February,2022,38.14678899082569
Kaine Padly,Canada,Organic Choco Syrup,5684.0,81,Tuesday,March,2022,70.17283950617283
Marney O'Breen,USA,Peanut Butter Cubes,693.0,350,Wednesday,June,2022,1.98
Dennison Crosswaite,UK,Smooth Sliky Salty,546.0,142,Tuesday,April,2022,3.8450704225352115
Brien Boise,Australia,Organic Choco Syrup,4263.0,264,Friday,July,2022,16.147727272727273
Beverie Moffet,India,Organic Choco Syrup,1036.0,20,Thursday,June,2022,51.8
Dennison Crosswaite,Australia,Baker's Choco Chips,13846.0,421,Tuesday,January,2022,32.888361045130644
Beverie Moffet,UK,50% Dark Bites,2499.0,271,Wednesday,February,2022,9.22140221402214
Van Tuxwell,UK,Almond Choco,10689.0,204,Monday,June,2022,52.39705882352941
Dotty Strutley,UK,Caramel Stuffed Bars,5768.0,235,Wednesday,August,2022,24.54468085106383
Wilone O'Kielt,Australia,Smooth Sliky Salty,2226.0,46,Tuesday,January,2022,48.391304347826086
Andria Kimpton,Canada,70% Dark Bites,10262.0,15,Friday,April,2022,684.1333333333333
Barr Faughny,UK,Milk Bars,3864.0,430,Wednesday,March,2022,8.986046511627906
Van Tuxwell,Canada,Drinking Coco,4900.0,709,Wednesday,June,2022,6.91114245416079
Jehu Rudeforth,Australia,After Nines,5250.0,47,Monday,February,2022,111.70212765957447
Husein Augar,UK,After Nines,3507.0,380,Tuesday,July,2022,9.228947368421053
Barr Faughny,India,Mint Chip Choco,7413.0,465,Wednesday,January,2022,15.941935483870967
Curtice Advani,India,Mint Chip Choco,8155.0,96,Thursday,March,2022,84.94791666666667
Jehu Rudeforth,New Zealand,Milk Bars,2478.0,188,Wednesday,May,2022,13.180851063829786
Gunar Cockshoot,India,Caramel Stuffed Bars,2471.0,202,Thursday,July,2022,12.232673267326733
Curtice Advani,UK,Manuka Honey Choco,1666.0,106,Monday,February,2022,15.716981132075471
Andria Kimpton,India,Orange Choco,301.0,421,Monday,May,2022,0.7149643705463183
Mallorie Waber,Australia,Raspberry Choco,8400.0,27,Monday,April,2022,311.1111111111111
Beverie Moffet,Canada,85% Dark Bars,6139.0,45,Wednesday,February,2022,136.42222222222222
Kelci Walkden,Australia,Drinking Coco,1288.0,60,Wednesday,May,2022,21.466666666666665
Van Tuxwell,Canada,70% Dark Bites,7077.0,77,Thursday,June,2022,91.9090909090909
Dennison Crosswaite,USA,Caramel Stuffed Bars,2317.0,464,Monday,July,2022,4.993534482758621
Beverie Moffet,New Zealand,Spicy Special Slims,63.0,60,Tuesday,June,2022,1.05
Jan Morforth,UK,Almond Choco,9744.0,157,Wednesday,July,2022,62.06369426751592
Husein Augar,India,Raspberry Choco,9954.0,154,Wednesday,June,2022,64.63636363636364
Dotty Strutley,India,Mint Chip Choco,1260.0,239,Thursday,April,2022,5.2719665271966525
Camilla Castle,India,Drinking Coco,469.0,163,Monday,August,2022,2.8773006134969323
Marney O'Breen,UK,Drinking Coco,973.0,28,Tuesday,March,2022,34.75
Roddy Speechley,Australia,Organic Choco Syrup,3647.0,76,Monday,July,2022,47.98684210526316
Ches Bonnell,India,99% Dark & Pure,455.0,96,Wednesday,February,2022,4.739583333333333
Rafaelita Blaksland,Canada,Spicy Special Slims,2520.0,156,Monday,May,2022,16.153846153846153
Van Tuxwell,India,Eclairs,10500.0,106,Thursday,July,2022,99.05660377358491
Gunar Cockshoot,Australia,99% Dark & Pure,7952.0,235,Thursday,August,2022,33.838297872340426
Kaine Padly,USA,85% Dark Bars,483.0,259,Wednesday,June,2022,1.864864864864865
Camilla Castle,UK,Peanut Butter Cubes,4872.0,126,Tuesday,July,2022,38.666666666666664
Madelene Upcott,UK,Peanut Butter Cubes,7756.0,85,Friday,August,2022,91.24705882352941
Madelene Upcott,USA,Choco Coated Almonds,5446.0,132,Tuesday,June,2022,41.25757575757576
Marney O'Breen,Canada,Peanut Butter Cubes,6594.0,91,Tuesday,March,2022,72.46153846153847
Ches Bonnell,Australia,Choco Coated Almonds,1470.0,167,Friday,April,2022,8.802395209580839
Curtice Advani,Canada,Eclairs,721.0,203,Friday,May,2022,3.5517241379310347
Roddy Speechley,India,Drinking Coco,4494.0,11,Tuesday,May,2022,408.54545454545456
Van Tuxwell,Australia,Mint Chip Choco,2674.0,295,Thursday,January,2022,9.064406779661017
Dennison Crosswaite,USA,70% Dark Bites,658.0,77,Tuesday,March,2022,8.545454545454545
Andria Kimpton,Canada,Peanut Butter Cubes,1127.0,319,Wednesday,February,2022,3.5329153605015673
Gigi Bohling,USA,70% Dark Bites,7364.0,196,Friday,January,2022,37.57142857142857
Rafaelita Blaksland,Australia,White Choc,6818.0,102,Monday,March,2022,66.84313725490196
Roddy Speechley,Canada,Drinking Coco,6776.0,312,Tuesday,May,2022,21.71794871794872
Camilla Castle,New Zealand,85% Dark Bars,15099.0,55,Monday,August,2022,274.5272727272727
Madelene Upcott,Canada,Milk Bars,3612.0,82,Tuesday,April,2022,44.048780487804876
Madelene Upcott,Australia,70% Dark Bites,3710.0,260,Friday,April,2022,14.26923076923077
Oby Sorrel,Canada,Eclairs,6111.0,591,Thursday,May,2022,10.34010152284264
Dennison Crosswaite,Canada,Drinking Coco,2702.0,24,Monday,January,2022,112.58333333333333
Mallorie Waber,New Zealand,After Nines,483.0,228,Wednesday,May,2022,2.1184210526315788
Roddy Speechley,Canada,White Choc,5887.0,268,Tuesday,April,2022,21.96641791044776
Andria Kimpton,India,After Nines,952.0,68,Monday,January,2022,14.0
Roddy Speechley,India,Spicy Special Slims,10647.0,173,Tuesday,March,2022,61.543352601156066
Dotty Strutley,Australia,White Choc,6055.0,93,Tuesday,July,2022,65.10752688172043
Oby Sorrel,Canada,Orange Choco,8757.0,338,Wednesday,April,2022,25.90828402366864
Kaine Padly,Canada,Almond Choco,6055.0,73,Friday,August,2022,82.94520547945206
Jan Morforth,UK,Baker's Choco Chips,721.0,251,Friday,March,2022,2.8725099601593627
Jehu Rudeforth,UK,Fruit & Nut Bars,8589.0,229,Friday,May,2022,37.506550218340614
Dennison Crosswaite,USA,Smooth Sliky Salty,11781.0,91,Thursday,May,2022,129.46153846153845
Brien Boise,USA,Raspberry Choco,672.0,194,Wednesday,January,2022,3.463917525773196
Madelene Upcott,New Zealand,Milk Bars,12558.0,403,Tuesday,March,2022,31.161290322580644
Roddy Speechley,India,50% Dark Bites,8337.0,12,Monday,March,2022,694.75
Barr Faughny,New Zealand,99% Dark & Pure,8134.0,195,Tuesday,May,2022,41.712820512820514
Dennison Crosswaite,Canada,Organic Choco Syrup,8491.0,75,Friday,January,2022,113.21333333333334
Beverie Moffet,India,Almond Choco,3066.0,96,Tuesday,May,2022,31.9375
Brien Boise,Australia,Peanut Butter Cubes,301.0,205,Friday,August,2022,1.4682926829268292
Karlen McCaffrey,Australia,Spicy Special Slims,4410.0,323,Tuesday,May,2022,13.653250773993808
Jehu Rudeforth,USA,White Choc,6559.0,119,Tuesday,June,2022,55.11764705882353
Ches Bonnell,Canada,Organic Choco Syrup,574.0,217,Tuesday,July,2022,2.6451612903225805
Dotty Strutley,India,Eclairs,2086.0,384,Thursday,July,2022,5.432291666666667
Karlen McCaffrey,India,70% Dark Bites,5075.0,344,Monday,May,2022,14.752906976744185
Jehu Rudeforth,UK,Mint Chip Choco,5902.13,178,Wednesday,January,2023,33.15803370786517
Van Tuxwell,India,85% Dark Bars,8074.39,100,Tuesday,August,2023,80.7439
Gigi Bohling,India,Peanut Butter Cubes,4666.18,100,Friday,July,2023,46.6618
Jan Morforth,Australia,Peanut Butter Cubes,14103.4,350,Thursday,April,2023,40.29542857142857
Jehu Rudeforth,UK,Peanut Butter Cubes,14167.84,178,Friday,February,2023,79.59460674157303
Van Tuxwell,India,Smooth Sliky Salty,5768.75,37,Tuesday,June,2023,155.91216216216216
Oby Sorrel,UK,99% Dark & Pure,14673.2,175,Wednesday,January,2023,83.84685714285715
Gunar Cockshoot,Australia,After Nines,3249.23,78,Friday,March,2023,41.65679487179487
Jehu Rudeforth,New Zealand,50% Dark Bites,4526.24,64,Thursday,April,2023,70.7225
Brien Boise,Australia,99% Dark & Pure,3166.56,98,Tuesday,July,2023,32.31183673469388
Rafaelita Blaksland,UK,Smooth Sliky Salty,4866.39,65,Friday,January,2023,74.86753846153847
Barr Faughny,USA,Orange Choco,4254.37,12,Friday,March,2023,354.5308333333333
Mallorie Waber,Canada,Eclairs,1652.61,277,Friday,January,2023,5.96610108303249
Karlen McCaffrey,New Zealand,Drinking Coco,171.49,163,Friday,July,2023,1.0520858895705523
Marney O'Breen,New Zealand,Peanut Butter Cubes,8549.84,169,Thursday,August,2023,50.59076923076923
Beverie Moffet,Australia,Organic Choco Syrup,7807.74,355,Thursday,January,2023,21.993633802816902
Van Tuxwell,Canada,Organic Choco Syrup,4561.43,44,Tuesday,February,2023,103.66886363636364
Roddy Speechley,USA,Smooth Sliky Salty,3041.12,148,Wednesday,April,2023,20.548108108108107
Beverie Moffet,Canada,Milk Bars,9786.09,248,Thursday,February,2023,39.460040322580646
Curtice Advani,UK,85% Dark Bars,1131.25,175,Thursday,June,2023,6.464285714285714
Brien Boise,Australia,Eclairs,7484.07,94,Tuesday,June,2023,79.6177659574468
Gunar Cockshoot,USA,Spicy Special Slims,1339.61,166,Friday,February,2023,8.069939759036144
Marney O'Breen,USA,After Nines,5481.18,159,Tuesday,May,2023,34.47283018867925
Husein Augar,UK,Drinking Coco,3275.4,120,Tuesday,March,2023,27.295
Kaine Padly,Australia,Eclairs,7677.78,118,Tuesday,February,2023,65.06593220338983
Karlen McCaffrey,India,Fruit & Nut Bars,189.37,315,Thursday,January,2023,0.6011746031746031
Roddy Speechley,Canada,Spicy Special Slims,1658.79,193,Thursday,February,2023,8.594766839378238
Husein Augar,USA,Eclairs,4168.93,122,Friday,July,2023,34.17155737704918
Dennison Crosswaite,New Zealand,White Choc,10604.89,165,Wednesday,July,2023,64.2720606060606
Dennison Crosswaite,New Zealand,Manuka Honey Choco,5773.51,325,Thursday,June,2023,17.764646153846154
Van Tuxwell,New Zealand,85% Dark Bars,1838.78,121,Wednesday,May,2023,15.196528925619834
Rafaelita Blaksland,UK,99% Dark & Pure,12643.1,150,Thursday,June,2023,84.28733333333334
Wilone O'Kielt,Australia,Manuka Honey Choco,4439.52,95,Thursday,May,2023,46.731789473684216
Karlen McCaffrey,UK,Almond Choco,7698.6,126,Friday,June,2023,61.1
Andria Kimpton,Canada,After Nines,2222.3,77,Thursday,May,2023,28.861038961038965
Roddy Speechley,USA,Manuka Honey Choco,10959.02,302,Saturday,July,2023,36.28814569536424
Andria Kimpton,UK,50% Dark Bites,2854.85,337,Thursday,August,2023,8.471364985163204
Kelci Walkden,New Zealand,After Nines,147.82,74,Friday,July,2023,1.9975675675675675
Camilla Castle,Australia,85% Dark Bars,3790.51,14,Friday,May,2023,270.7507142857143
Karlen McCaffrey,India,Manuka Honey Choco,2487.19,583,Tuesday,July,2023,4.266192109777015
Kelci Walkden,USA,After Nines,1021.27,17,Friday,June,2023,60.07470588235294
Karlen McCaffrey,USA,Raspberry Choco,15370.06,353,Saturday,April,2023,43.54124645892351
Mallorie Waber,Canada,Choco Coated Almonds,5345.58,250,Tuesday,July,2023,21.38232
Andria Kimpton,India,Spicy Special Slims,6559.44,154,Thursday,February,2023,42.59376623376623
Madelene Upcott,Canada,Almond Choco,8282.93,107,Tuesday,August,2023,77.41056074766355
Kaine Padly,USA,Peanut Butter Cubes,6981.4,189,Thursday,February,2023,36.93862433862434
Van Tuxwell,USA,50% Dark Bites,10280.17,155,Friday,January,2023,66.32367741935484
Curtice Advani,Australia,Milk Bars,7703.62,20,Tuesday,February,2023,385.181
Roddy Speechley,India,Eclairs,4489.81,310,Saturday,June,2023,14.48325806451613
Curtice Advani,India,Fruit & Nut Bars,5806.11,190,Friday,July,2023,30.558473684210526
Curtice Advani,Canada,Almond Choco,5148.7,76,Friday,March,2023,67.74605263157895
Brien Boise,Australia,Fruit & Nut Bars,8558.59,24,Tuesday,June,2023,356.60791666666665
Dotty Strutley,Australia,Drinking Coco,94.19,145,Wednesday,July,2023,0.6495862068965517
Beverie Moffet,USA,Raspberry Choco,16223.83,87,Wednesday,April,2023,186.48080459770114
Marney O'Breen,India,85% Dark Bars,2439.06,175,Wednesday,July,2023,13.937485714285714
Jehu Rudeforth,Canada,Drinking Coco,466.65,23,Saturday,July,2023,20.289130434782606
Ches Bonnell,New Zealand,Spicy Special Slims,4044.24,18,Tuesday,February,2023,224.67999999999998
Brien Boise,Canada,99% Dark & Pure,17675.28,446,Thursday,May,2023,39.63067264573991
Barr Faughny,Australia,Fruit & Nut Bars,17280.98,58,Friday,June,2023,297.94793103448274
Andria Kimpton,Australia,50% Dark Bites,5091.78,219,Friday,June,2023,23.250136986301367
Andria Kimpton,Australia,Drinking Coco,1657.2,49,Wednesday,June,2023,33.820408163265306
Marney O'Breen,Australia,Organic Choco Syrup,305.79,189,Tuesday,May,2023,1.617936507936508
Kelci Walkden,Canada,Baker's Choco Chips,3377.41,325,Friday,May,2023,10.392030769230768
Karlen McCaffrey,India,Almond Choco,6188.62,157,Thursday,July,2023,39.41796178343949
Oby Sorrel,India,99% Dark & Pure,10914.36,11,Saturday,May,2023,992.2145454545455
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2342.07,12,Friday,April,2023,195.1725
Van Tuxwell,Australia,Organic Choco Syrup,21762.8,15,Thursday,August,2023,1450.8533333333332
Camilla Castle,India,50% Dark Bites,10539.54,398,Tuesday,July,2023,26.48125628140704
Oby Sorrel,India,Organic Choco Syrup,6665.87,60,Saturday,July,2023,111.09783333333333
Jan Morforth,USA,Peanut Butter Cubes,9605.11,98,Saturday,July,2023,98.01132653061225
Gigi Bohling,USA,Choco Coated Almonds,13018.0,103,Thursday,March,2023,126.3883495145631
Gigi Bohling,UK,Almond Choco,6046.4,10,Tuesday,January,2023,604.64
Jehu Rudeforth,New Zealand,White Choc,3078.33,231,Saturday,March,2023,13.326103896103897
Andria Kimpton,New Zealand,Peanut Butter Cubes,970.96,291,Tuesday,June,2023,3.3366323024054982
Van Tuxwell,UK,Organic Choco Syrup,2064.71,208,Saturday,August,2023,9.926490384615384
Roddy Speechley,Canada,Milk Bars,679.94,34,Thursday,July,2023,19.99823529411765
Camilla Castle,USA,Spicy Special Slims,1311.25,251,Saturday,February,2023,5.22410358565737
Marney O'Breen,USA,Orange Choco,8692.64,184,Friday,January,2023,47.24260869565217
Van Tuxwell,UK,99% Dark & Pure,4993.21,145,Tuesday,January,2023,34.435931034482756
Camilla Castle,USA,White Choc,10898.19,24,Friday,August,2023,454.09125
Andria Kimpton,USA,Raspberry Choco,15565.91,21,Friday,June,2023,741.2338095238096
Dotty Strutley,Australia,Fruit & Nut Bars,280.59,328,Wednesday,August,2023,0.8554573170731706
Brien Boise,New Zealand,Mint Chip Choco,66.35,197,Tuesday,August,2023,0.33680203045685275
Roddy Speechley,New Zealand,After Nines,8766.45,10,Thursday,May,2023,876.6450000000001
Roddy Speechley,Canada,Organic Choco Syrup,4265.48,85,Tuesday,January,2023,50.18211764705882
Dennison Crosswaite,Australia,70% Dark Bites,6087.53,113,Tuesday,February,2023,53.87194690265486
Karlen McCaffrey,USA,Orange Choco,11694.48,425,Friday,May,2023,27.516423529411764
Madelene Upcott,Australia,Spicy Special Slims,7616.38,392,Tuesday,March,2023,19.42954081632653
Dennison Crosswaite,Australia,85% Dark Bars,7807.02,419,Wednesday,April,2023,18.632505966587114
Andria Kimpton,Canada,Caramel Stuffed Bars,7990.91,343,Tuesday,January,2023,23.297113702623907
Dennison Crosswaite,UK,Eclairs,6757.17,276,Friday,March,2023,24.4825
Madelene Upcott,India,Raspberry Choco,4409.21,10,Friday,July,2023,440.921
Van Tuxwell,USA,After Nines,722.25,255,Wednesday,July,2023,2.8323529411764707
Wilone O'Kielt,Australia,Organic Choco Syrup,1896.24,115,Friday,July,2023,16.489043478260868
Karlen McCaffrey,Canada,50% Dark Bites,2966.83,65,Saturday,July,2023,45.64353846153846
Roddy Speechley,New Zealand,Orange Choco,51.29,100,Saturday,April,2023,0.5129
Beverie Moffet,Australia,Eclairs,1835.42,6,Tuesday,June,2023,305.90333333333336
Kelci Walkden,UK,Fruit & Nut Bars,14592.11,509,Thursday,June,2023,28.66819253438114
Marney O'Breen,USA,50% Dark Bites,1114.13,106,Thursday,June,2023,10.51066037735849
Husein Augar,USA,After Nines,13051.75,193,Saturday,April,2023,67.62564766839378
Dennison Crosswaite,Australia,Raspberry Choco,5997.71,31,Tuesday,March,2023,193.47451612903225
Andria Kimpton,USA,Fruit & Nut Bars,1588.28,352,Saturday,July,2023,4.5121590909090905
Kelci Walkden,India,Eclairs,5344.21,80,Wednesday,April,2023,66.802625
Marney O'Breen,USA,99% Dark & Pure,4646.91,317,Tuesday,March,2023,14.659022082018927
Brien Boise,Canada,Spicy Special Slims,8929.88,100,Saturday,March,2023,89.29879999999999
Karlen McCaffrey,New Zealand,70% Dark Bites,141.23,38,Wednesday,August,2023,3.7165789473684208
Husein Augar,UK,Spicy Special Slims,5068.99,45,Friday,August,2023,112.64422222222221
Marney O'Breen,USA,Almond Choco,8012.72,163,Saturday,February,2023,49.15779141104294
Kelci Walkden,India,Orange Choco,10587.71,134,Wednesday,June,2023,79.01276119402985
Jan Morforth,India,Spicy Special Slims,2155.62,495,Wednesday,April,2023,4.354787878787879
Ches Bonnell,India,Spicy Special Slims,11010.43,103,Thursday,July,2023,106.89737864077671
Kelci Walkden,UK,Smooth Sliky Salty,6787.72,192,Thursday,January,2023,35.35270833333333
Madelene Upcott,Australia,Fruit & Nut Bars,5715.07,90,Thursday,January,2023,63.50077777777778
Madelene Upcott,Canada,70% Dark Bites,12100.65,142,Tuesday,January,2023,85.21584507042253
Wilone O'Kielt,Australia,Drinking Coco,623.75,285,Thursday,April,2023,2.18859649122807
Gunar Cockshoot,Australia,Fruit & Nut Bars,6528.42,22,Thursday,June,2023,296.74636363636364
Gigi Bohling,Canada,Baker's Choco Chips,1540.55,47,Saturday,January,2023,32.77765957446808
Kelci Walkden,India,Caramel Stuffed Bars,487.06,123,Thursday,March,2023,3.959837398373984
Rafaelita Blaksland,Australia,Drinking Coco,11630.38,431,Tuesday,February,2023,26.9846403712297
Kelci Walkden,USA,Manuka Honey Choco,17297.66,96,Thursday,February,2023,180.18395833333332
Jehu Rudeforth,Canada,Spicy Special Slims,2043.55,28,Friday,January,2023,72.98392857142856
Kelci Walkden,Australia,Eclairs,8168.86,570,Thursday,March,2023,14.331333333333333
